FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
170101;0000;18,5658;;;
170102;0000;19,0216;;;
170103;0000;11,7075;;;
170104;0000;16,3164;;;
170105;0000;14,3792;;;
170106;0000;26,7721;;;
170107;0000;;;6,96891;
170108;0000;;;2,01079;
170109;0000;;;2,05233;
170110;0000;;;5,39074;
170111;0000;11,7488;;;
170112;0000;20,4847;;;
170113;0000;10,8463;;;
170114;0000;9,69337;;;
170115;0000;7,29166;;;
170116;0000;16,1413;;;
170117;0000;10,047;;;
170118;0000;12,894;;;
170119;0000;7,57141;;;
170120;0000;5,986;;;
170121;0000;10,0406;;;
170122;0000;12,0271;;;
170123;0000;14,78;;;
170124;0000;9,37524;;;
170125;0000;6,59525;;;
170126;0000;5,43925;;;
170127;0000;8,89946;;;
170128;0000;10,6025;;;
170129;0000;8,94279;;;
170130;0000;12,7076;;;
170131;0000;15,231;;;
170201;0000;8,88896;;;
170202;0000;9,18515;;;
170203;0000;9,84805;;;
170204;0000;13,0919;;;
170205;0000;8,76329;;;
170206;0000;12,2083;;;
170207;0000;8,05875;;;
170208;0000;9,05621;;;
170209;0000;10,4159;;;
170210;0000;6,981;;;
170211;0000;7,47421;;;
170212;0000;11,2977;;;
170213;0000;7,77788;;;
170214;0000;9,4492;;;
170215;0000;6,722;;;
170216;0000;13,443;;;
170217;0000;14,3703;;;
170218;0000;20,1853;;;
170219;0000;18,9261;;;
170220;0000;18,747;;;
170221;0000;16,1692;;;
170222;0000;9,07286;;;
170223;0000;8,34924;;;
170224;0000;9,0405;;;
170225;0000;10,2658;;;
170226;0000;8,1347;;;
170227;0000;8,42992;;;
170228;0000;11,6402;;;
170301;0000;15,7308;;;
170302;0000;13,7151;;;
170303;0000;16,9238;;;
170304;0000;16,6253;;;
170305;0000;20,0259;;;
170306;0000;36,0949;;;
170307;0000;46,0358;;;
170308;0000;23,6517;;;
170309;0000;16,2812;;;
170310;0000;19,3031;;;
170311;0000;14,5654;;;
170312;0000;10,552;;;
170313;0000;18,3756;;;
170314;0000;16,3058;;;
170315;0000;19,6328;;;
170316;0000;27,2209;;;
170317;0000;22,1586;;;
170318;0000;19,1902;;;
170319;0000;9,88696;;;
170320;0000;16,181;;;
170321;0000;12,0742;;;
170322;0000;32,508;;;
170323;0000;21,3886;;;
170324;0000;22,2487;;;
170325;0000;51,9654;;;
170326;0000;58,7925;;;
170327;0000;39,6138;;;
170328;0000;79,7362;;;
170329;0000;50,79;;;
170330;0000;;;;
170331;0000;35,1492;;;
170401;0000;69,4873;;;
170402;0000;52,8642;;;
170403;0000;21,2615;;;
170404;0000;27,914;;;
170405;0000;26,3425;;;
170406;0000;56,1497;;;
170407;0000;;;;
170408;0000;;;;
170409;0000;32,8754;;;
170410;0000;31,3768;;;
170411;0000;63,4458;;;
170412;0000;186,141;;;
170413;0000;263,08;;;
170414;0000;153,356;;;
170415;0000;111,325;;;
170416;0000;216,535;;;
170417;0000;151,499;;;
170418;0000;46,475;;;
170419;0000;25,184;;;
170420;0000;30,9559;;;
170421;0000;28,5354;;;
170422;0000;36,0388;;;
170423;0000;32,8998;;;
170424;0000;59,0421;;;
170425;0000;43,4196;;;
170426;0000;41,9359;;;
170427;0000;37,6054;;;
170428;0000;19,0061;;;
170429;0000;31,9293;;;
170430;0000;15,3655;;;
170501;0000;51;;;
170502;0000;34;;;
170503;0000;73;;;
170504;0000;39;;;
170505;0000;141;;;
170506;0000;150;;;
170507;0000;82;;;
170508;0000;90;;;
170509;0000;177;;;
170510;0000;299;;;
170511;0000;200;;;
170512;0000;196;;;
170513;0000;139;;;
170514;0000;35;;;
170515;0000;77;;;
170516;0000;117;;;
170517;0000;87;;;
170518;0000;120;;;
170519;0000;54;;;
170520;0000;36;;;
170521;0000;34;;;
170522;0000;44;;;
170523;0000;49;;;
170524;0000;77;;;
170525;0000;51;;;
170526;0000;65;;;
170527;0000;35;;;
170528;0000;84;;;
170529;0000;188;;;
170530;0000;216;;;
170531;0000;118;;;
170601;0000;64;;;
170602;0000;83;;;
170603;0000;63;;;
170604;0000;69;;;
170605;0000;44;;;
170606;0000;37;;;
170607;0000;82;;;
170608;0000;29;;;
170609;0000;25;;;
170610;0000;44;;;
170611;0000;29;;;
170612;0000;63;;;
170613;0000;80;;;
170614;0000;122;;;
170615;0000;154;;;
170616;0000;168;;;
170617;0000;222;;;
170618;0000;68;;;
170619;0000;106;;;
170620;0000;176;;;
170621;0000;184;;;
170622;0000;113;;;
170623;0000;167;;;
170624;0000;136;;;
170625;0000;138;;;
170626;0000;122;;;
170627;0000;224;;;
170628;0000;106;;;
170629;0000;118;;;
170630;0000;247;;;
170701;0000;120;;;
170702;0000;245;;;
170703;0000;174;;;
170704;0000;155;;;
170705;0000;214;;;
170706;0000;46;;;
170707;0000;117;;;
170708;0000;155;;;
170709;0000;61;;;
170710;0000;58;;;
170711;0000;69;;;
170712;0000;107;;;
170713;0000;84;;;
170714;0000;207;;;
170715;0000;231;;;
170716;0000;54;;;
170717;0000;45;;;
170718;0000;34;;;
170719;0000;60;;;
170720;0000;67;;;
170721;0000;110;;;
170722;0000;112;;;
170723;0000;48;;;
170724;0000;39;;;
170725;0000;48;;;
170726;0000;101;;;
170727;0000;76;;;
170728;0000;49;;;
170729;0000;80;;;
170730;0000;137;;;
170731;0000;60;;;
170801;0000;30;;;
170802;0000;25;;;
170803;0000;51;;;
170804;0000;110;;;
170805;0000;132;;;
170806;0000;90;;;
170807;0000;83;;;
170808;0000;182;;;
170809;0000;197;;;
170810;0000;134;;;
170811;0000;90;;;
170812;0000;57;;;
170813;0000;49;;;
170814;0000;36;;;
170815;0000;34;;;
170816;0000;39;;;
170817;0000;96;;;
170818;0000;66;;;
170819;0000;51;;;
170820;0000;18;;;
170821;0000;89;;;
170822;0000;52;;;
170823;0000;113;;;
170824;0000;55;;;
170825;0000;76;;;
170826;0000;81;;;
170827;0000;114;;;
170828;0000;211;;;
170829;0000;56;;;
170830;0000;;;;
170831;0000;;;;
170901;0000;;;;
170902;0000;;;;
170903;0000;;;;
170904;0000;;;;
170905;0000;;;;
170906;0000;;;;
170907;0000;;;;
170908;0000;;;;
170909;0000;50;;;
170910;0000;34;;;
170911;0000;30;;;
170912;0000;19;;;
170913;0000;40;;;
170914;0000;26;;;
170915;0000;16;;;
170916;0000;16;;;
170917;0000;27;;;
170918;0000;36;;;
170919;0000;21;;;
170920;0000;16;;;
170921;0000;17;;;
170922;0000;28;;;
170923;0000;23;;;
170924;0000;28;;;
170925;0000;40;;;
170926;0000;47;;;
170927;0000;40;;;
170928;0000;67;;;
170929;0000;60;;;
170930;0000;27;;;
171001;0000;14;;;
171002;0000;31;;;
171003;0000;52;;;
171004;0000;30;;;
171005;0000;29;;;
171006;0000;15;;;
171007;0000;20;;;
171008;0000;46;;;
171009;0000;25;;;
171010;0000;59;;;
171011;0000;42;;;
171012;0000;27;;;
171013;0000;15;;;
171014;0000;11;;;
171015;0000;15;;;
171016;0000;17;;;
171017;0000;24;;;
171018;0000;23;;;
171019;0000;20;;;
171020;0000;34;;;
171021;0000;22;;;
171022;0000;28;;;
171023;0000;26;;;
171024;0000;22;;;
171025;0000;16;;;
171026;0000;16;;;
171027;0000;19;;;
171028;0000;17;;;
171029;0000;23;;;
171030;0000;17;;;
171031;0000;48;;;
171101;0000;18;;;
171102;0000;19;;;
171103;0000;28;;;
171104;0000;23;;;
171105;0000;27;;;
171106;0000;18;;;
171107;0000;23;;;
171108;0000;29;;;
171109;0000;18;;;
171110;0000;20;;;
171111;0000;22;;;
171112;0000;15;;;
171113;0000;15;;;
171114;0000;14;;;
171115;0000;12;;;
171116;0000;12;;;
171117;0000;14;;;
171118;0000;15;;;
171119;0000;17;;;
171120;0000;16;;;
171121;0000;20;;;
171122;0000;13;;;
171123;0000;15;;;
171124;0000;12;;;
171125;0000;11;;;
171126;0000;19;;;
171127;0000;13;;;
171128;0000;8;;;
171129;0000;12;;;
171130;0000;18;;;
171201;0000;15;;;
171202;0000;13;;;
171203;0000;9;;;
171204;0000;8;;;
171205;0000;6;;;
171206;0000;7;;;
171207;0000;10;;;
171208;0000;9;;;
171209;0000;9;;;
171210;0000;7;;;
171211;0000;7;;;
171212;0000;5;;;
171213;0000;8;;;
171214;0000;10;;;
171215;0000;15;;;
171216;0000;13;;;
171217;0000;10;;;
171218;0000;11;;;
171219;0000;11;;;
171220;0000;13;;;
171221;0000;24;;;
171222;0000;18;;;
171223;0000;12;;;
171224;0000;10;;;
171225;0000;;;;
171226;0000;8;;;
171227;0000;15;;;
171228;0000;9;;;
171229;0000;11;;;
171230;0000;11;;;
171231;0000;13;;;
180101;0000;12;;;
180102;0000;9;;;
180103;0000;12;;;
180104;0000;14;;;
180105;0000;10;;;
180106;0000;10;;;
180107;0000;7;;;
180108;0000;6;;;
180109;0000;6;;;
180110;0000;7;;;
180111;0000;5;;;
180112;0000;9;;;
180113;0000;10;;;
180114;0000;7;;;
180115;0000;9;;;
180116;0000;7;;;
180117;0000;8;;;
180118;0000;7;;;
180119;0000;;;6;
180120;0000;;;3;
180121;0000;;;2;
180122;0000;;;3;
180123;0000;10;;;
180124;0000;9;;;
180125;0000;7;;;
180126;0000;6;;;
180127;0000;6;;;
180128;0000;6;;;
180129;0000;5;;;
180130;0000;9;;;
180131;0000;7;;;
180201;0000;5;;;
180202;0000;4;;;
180203;0000;7;;;
180204;0000;4;;;
180205;0000;5;;;
180206;0000;8;;;
180207;0000;8;;;
180208;0000;14;;;
180209;0000;16;;;
180210;0000;16;;;
180211;0000;16;;;
180212;0000;5;;;
180213;0000;4;;;
180214;0000;8;;;
180215;0000;4;;;
180216;0000;5;;;
180217;0000;6;;;
180218;0000;7;;;
180219;0000;11;;;
180220;0000;10;;;
180221;0000;13;;;
180222;0000;8;;;
180223;0000;11;;;
180224;0000;7;;;
180225;0000;4;;;
180226;0000;6;;;
180227;0000;8;;;
180228;0000;4;;;
180301;0000;5;;;
180302;0000;6;;;
180303;0000;16;;;
180304;0000;19;;;
180305;0000;7;;;
180306;0000;7;;;
180307;0000;12;;;
180308;0000;10;;;
180309;0000;17;;;
180310;0000;13;;;
180311;0000;13;;;
180312;0000;16;;;
180313;0000;19;;;
180314;0000;21;;;
180315;0000;20;;;
180316;0000;32;;;
180317;0000;28;;;
180318;0000;11;;;
180319;0000;30;;;
180320;0000;95;;;
180321;0000;71;;;
180322;0000;20;;;
180323;0000;34;;;
180324;0000;34;;;
180325;0000;16;;;
180326;0000;22;;;
180327;0000;25;;;
180328;0000;20;;;
180329;0000;20;;;
180330;0000;12;;;
180331;0000;18;;;
180401;0000;13;;;
180402;0000;17;;;
180403;0000;35;;;
180404;0000;28;;;
180405;0000;26;;;
180406;0000;39;;;
180407;0000;41;;;
180408;0000;54;;;
180409;0000;59;;;
180410;0000;30;;;
180411;0000;35;;;
180412;0000;41;;;
180413;0000;67;;;
180414;0000;30;;;
180415;0000;30;;;
180416;0000;28;;;
180417;0000;15;;;
180418;0000;18;;;
180419;0000;33;;;
180420;0000;29;;;
180421;0000;31;;;
180422;0000;27;;;
180423;0000;25;;;
180424;0000;38;;;
180425;0000;86;;;
180426;0000;39;;;
180427;0000;45;;;
180428;0000;43;;;
180429;0000;49;;;
180430;0000;122;;;
180501;0000;62;;;
180502;0000;77;;;
180503;0000;27;;;
180504;0000;76;;;
180505;0000;139;;;
180506;0000;217;;;
180507;0000;151;;;
180508;0000;26;;;
180509;0000;26;;;
180510;0000;;;;
180511;0000;52;;;
180512;0000;109;;;
180513;0000;95;;;
180514;0000;61;;;
180515;0000;105;;;
180516;0000;69;;;
180517;0000;97;;;
180518;0000;120;;;
180519;0000;56;;;
180520;0000;36;;;
180521;0000;19;;;
180522;0000;32;;;
180523;0000;36;;;
180524;0000;38;;;
180525;0000;78;;;
180526;0000;27;;;
180527;0000;110;;;
180528;0000;48;;;
180529;0000;57;;;
180530;0000;47;;;
180531;0000;36;;;
180601;0000;211;;;
180602;0000;405;;;
180603;0000;321;;;
180604;0000;169;;;
180605;0000;127;;;
180606;0000;93;;;
180607;0000;137;;;
180608;0000;67;;;
180609;0000;172;;;
180610;0000;306;;;
180611;0000;210;;;
180612;0000;350;;;
180613;0000;261;;;
180614;0000;239;;;
180615;0000;90;;;
180616;0000;76;;;
180617;0000;107;;;
180618;0000;85;;;
180619;0000;38;;;
180620;0000;52;;;
180621;0000;39;;;
180622;0000;68;;;
180623;0000;84;;;
180624;0000;36;;;
180625;0000;63;;;
180626;0000;57;;;
180627;0000;66;;;
180628;0000;59;;;
180629;0000;53;;;
180630;0000;100;;;
180701;0000;91;;;
180702;0000;207;;;
180703;0000;370;;;
180704;0000;224;;;
180705;0000;126;;;
180706;0000;205;;;
180707;0000;286;;;
180708;0000;264;;;
180709;0000;373;;;
180710;0000;119;;;
180711;0000;83;;;
180712;0000;60;;;
180713;0000;78;;;
180714;0000;78;;;
180715;0000;96;;;
180716;0000;58;;;
180717;0000;110;;;
180718;0000;45;;;
180719;0000;53;;;
180720;0000;89;;;
180721;0000;65;;;
180722;0000;53;;;
180723;0000;37;;;
180724;0000;94;;;
180725;0000;111;;;
180726;0000;370;;;
180727;0000;116;;;
180728;0000;37;;;
180729;0000;29;;;
180730;0000;41;;;
180731;0000;23;;;
180801;0000;84;;;
180802;0000;206;;;
180803;0000;34;;;
180804;0000;51;;;
180805;0000;38;;;
180806;0000;90;;;
180807;0000;76;;;
180808;0000;147;;;
180809;0000;132;;;
180810;0000;133;;;
180811;0000;217;;;
180812;0000;177;;;
180813;0000;83;;;
180814;0000;29;;;
180815;0000;26;;;
180816;0000;31;;;
180817;0000;48;;;
180818;0000;51;;;
180819;0000;43;;;
180820;0000;107;;;
180821;0000;93;;;
180822;0000;99;;;
180823;0000;32;;;
180824;0000;48;;;
180825;0000;46;;;
180826;0000;26;;;
180827;0000;25;;;
180828;0000;55;;;
180829;0000;60;;;
180830;0000;134;;;
180831;0000;218;;;
180901;0000;75;;;
180902;0000;30;;;
180903;0000;70;;;
180904;0000;;;;
180905;0000;91;;;
180906;0000;26;;;
180907;0000;27;;;
180908;0000;30;;;
180909;0000;60;;;
180910;0000;55;;;
180911;0000;24;;;
180912;0000;18;;;
180913;0000;15;;;
180914;0000;19;;;
180915;0000;26;;;
180916;0000;37;;;
180917;0000;27;;;
180918;0000;31;;;
180919;0000;33;;;
180920;0000;43;;;
180921;0000;30;;;
180922;0000;35;;;
180923;0000;26;;;
180924;0000;55;;;
180925;0000;55;;;
180926;0000;35;;;
180927;0000;57;;;
180928;0000;35;;;
180929;0000;43;;;
180930;0000;33;;;
181001;0000;25;;;
181002;0000;21;;;
181003;0000;37;;;
181004;0000;23;;;
181005;0000;60;;;
181006;0000;25;;;
181007;0000;29;;;
181008;0000;27;;;
181009;0000;28;;;
181010;0000;26;;;
181011;0000;23;;;
181012;0000;17;;;
181013;0000;11;;;
181014;0000;13;;;
181015;0000;20;;;
181016;0000;86;;;
181017;0000;53;;;
181018;0000;19;;;
181019;0000;21;;;
181020;0000;40;;;
181021;0000;22;;;
181022;0000;40;;;
181023;0000;83;;;
181024;0000;47;;;
181025;0000;21;;;
181026;0000;18;;;
181027;0000;17;;;
181028;0000;14;;;
181029;0000;9;;;
181030;0000;25;;;
181031;0000;42;;;
181101;0000;28;;;
181102;0000;20;;;
181103;0000;15;;;
181104;0000;15;;;
181105;0000;31;;;
181106;0000;30;;;
181107;0000;22;;;
181108;0000;18;;;
181109;0000;32;;;
181110;0000;29;;;
181111;0000;16;;;
181112;0000;10;;;
181113;0000;9;;;
181114;0000;12;;;
181115;0000;12;;;
181116;0000;11;;;
181117;0000;9;;;
181118;0000;;;;
181119;0000;;;;
181120;0000;22;;;
181121;0000;32;;;
181122;0000;13;;;
181123;0000;10;;;
181124;0000;11;;;
181125;0000;17;;;
181126;0000;13;;;
181127;0000;9;;;
181128;0000;7;;;
181129;0000;8;;;
181130;0000;11;;;
181201;0000;13;;;
181202;0000;8;;;
181203;0000;9;;;
181204;0000;7;;;
181205;0000;14;;;
181206;0000;7;;;
181207;0000;6;;;
181208;0000;5;;;
181209;0000;4;;;
181210;0000;7;;;
181211;0000;7;;;
181212;0000;7;;;
181213;0000;10;;;
181214;0000;9;;;
181215;0000;6;;;
181216;0000;8;;;
181217;0000;11;;;
181218;0000;7;;;
181219;0000;6;;;
181220;0000;5;;;
181221;0000;6;;;
181222;0000;8;;;
181223;0000;7;;;
181224;0000;9;;;
181225;0000;9;;;
181226;0000;7;;;
181227;0000;5;;;
181228;0000;6;;;
181229;0000;10;;;
181230;0000;6;;;
181231;0000;13;;;
190101;0000;16;;;
190102;0000;11;;;
190103;0000;5;;;
190104;0000;6;;;
190105;0000;7;;;
190106;0000;8;;;
190107;0000;16;;;
190108;0000;14;;;
190109;0000;15;;;
190110;0000;13;;;
190111;0000;12;;;
190112;0000;15;;;
190113;0000;12;;;
190114;0000;5;;;
190115;0000;11;;;
190116;0000;15;;;
190117;0000;8;;;
190118;0000;5;;;
190119;0000;5;;;
190120;0000;5;;;
190121;0000;13;;;
190122;0000;;;5;
190123;0000;;;2;
190124;0000;;;3;
190125;0000;;;10;
190126;0000;12;;;
190127;0000;6;;;
190128;0000;3;;;
190129;0000;9;;;
190130;0000;9;;;
190131;0000;8;;;
190201;0000;9;;;
190202;0000;15;;;
190203;0000;15;;;
190204;0000;15;;;
190205;0000;11;;;
190206;0000;13;;;
190207;0000;12;;;
190208;0000;11;;;
190209;0000;9;;;
190210;0000;14;;;
190211;0000;14;;;
190212;0000;14;;;
190213;0000;11;;;
190214;0000;8;;;
190215;0000;8;;;
190216;0000;11;;;
190217;0000;9;;;
190218;0000;10;;;
190219;0000;11;;;
190220;0000;15;;;
190221;0000;19;;;
190222;0000;25;;;
190223;0000;11;;;
190224;0000;24;;;
190225;0000;30;;;
190226;0000;20;;;
190227;0000;18;;;
190228;0000;25;;;
190301;0000;17;;;
190302;0000;;;;
190303;0000;18;;;
190304;0000;16;;;
190305;0000;21;;;
190306;0000;23;;;
190307;0000;25;;;
190308;0000;16;;;
190309;0000;17;;;
190310;0000;20;;;
190311;0000;11;;;
190312;0000;20;;;
190313;0000;26;;;
190314;0000;23;;;
190315;0000;27;;;
190316;0000;17;;;
190317;0000;12;;;
190318;0000;22;;;
190319;0000;44;;;
190320;0000;23;;;
190321;0000;25;;;
190322;0000;16;;;
190323;0000;15;;;
190324;0000;16;;;
190325;0000;46;;;
190326;0000;58;;;
190327;0000;38;;;
190328;0000;27;;;
190329;0000;17;;;
190330;0000;28;;;
190331;0000;13;;;
190401;0000;17;;;
190402;0000;11;;;
190403;0000;15;;;
190404;0000;14;;;
190405;0000;14;;;
190406;0000;17;;;
190407;0000;24;;;
190408;0000;17;;;
190409;0000;26;;;
190410;0000;18;;;
190411;0000;13;;;
190412;0000;26;;;
190413;0000;26;;;
190414;0000;20;;;
190415;0000;16;;;
190416;0000;44;;;
190417;0000;26;;;
190418;0000;27;;;
190419;0000;31;;;
190420;0000;17;;;
190421;0000;49;;;
190422;0000;47;;;
190423;0000;90;;;
190424;0000;191;;;
190425;0000;204;;;
190426;0000;72;;;
190427;0000;64;;;
190428;0000;29;;;
190429;0000;25;;;
190430;0000;29;;;
190501;0000;54;;;
190502;0000;46;;;
190503;0000;101;;;
190504;0000;63;;;
190505;0000;24;;;
190506;0000;44;;;
190507;0000;65;;;
190508;0000;132;;;
190509;0000;51;;;
190510;0000;30;;;
190511;0000;15;;;
190512;0000;23;;;
190513;0000;57;;;
190514;0000;81;;;
190515;0000;;;55;
190516;0000;;;;
190517;0000;;15;;
190518;0000;;9;;
190519;0000;;12;;
190520;0000;;11;;
190521;0000;;7;;
190522;0000;;8;;
190523;0000;;;7;
190524;0000;;;;
190525;0000;38;;;
190526;0000;54;;;
190527;0000;96;;;
190528;0000;140;;;
190529;0000;135;;;
190530;0000;98;;;
190531;0000;126;;;
190601;0000;159;;;
190602;0000;102;;;
190603;0000;151;;;
190604;0000;113;;;
190605;0000;87;;;
190606;0000;38;;;
190607;0000;26;;;
190608;0000;63;;;
190609;0000;48;;;
190610;0000;56;;;
190611;0000;61;;;
190612;0000;123;;;
190613;0000;71;;;
190614;0000;82;;;
190615;0000;82;;;
190616;0000;80;;;
190617;0000;109;;;
190618;0000;88;;;
190619;0000;72;;;
190620;0000;164;;;
190621;0000;83;;;
190622;0000;47;;;
190623;0000;53;;;
190624;0000;43;;;
190625;0000;42;;;
190626;0000;54;;;
190627;0000;132;;;
190628;0000;138;;;
190629;0000;91;;;
190630;0000;75;;;
190701;0000;55;;;
190702;0000;81;;;
190703;0000;111;;;
190704;0000;182;;;
190705;0000;33;;;
190706;0000;138;;;
190707;0000;259;;;
190708;0000;164;;;
190709;0000;216;;;
190710;0000;142;;;
190711;0000;199;;;
190712;0000;214;;;
190713;0000;175;;;
190714;0000;95;;;
190715;0000;53;;;
190716;0000;106;;;
190717;0000;108;;;
190718;0000;54;;;
190719;0000;49;;;
190720;0000;79;;;
190721;0000;64;;;
190722;0000;44;;;
190723;0000;47;;;
190724;0000;43;;;
190725;0000;85;;;
190726;0000;35;;;
190727;0000;70;;;
190728;0000;126;;;
190729;0000;156;;;
190730;0000;66;;;
190731;0000;69;;;
190801;0000;45;;;
190802;0000;31;;;
190803;0000;24;;;
190804;0000;38;;;
190805;0000;82;;;
190806;0000;27;;;
190807;0000;62;;;
190808;0000;62;;;
190809;0000;24;;;
190810;0000;80;;;
190811;0000;44;;;
190812;0000;51;;;
190813;0000;118;;;
190814;0000;102;;;
190815;0000;78;;;
190816;0000;78;;;
190817;0000;51;;;
190818;0000;118;;;
190819;0000;158;;;
190820;0000;29;;;
190821;0000;45;;;
190822;0000;94;;;
190823;0000;92;;;
190824;0000;66;;;
190825;0000;74;;;
190826;0000;34;;;
190827;0000;77;;;
190828;0000;44;;;
190829;0000;30;;;
190830;0000;28;;;
190831;0000;61;;;
190901;0000;46;;;
190902;0000;75;;;
190903;0000;39;;;
190904;0000;46;;;
190905;0000;60;;;
190906;0000;128;;;
190907;0000;76;;;
190908;0000;36;;;
190909;0000;103;;;
190910;0000;99;;;
190911;0000;29;;;
190912;0000;35;;;
190913;0000;53;;;
190914;0000;26;;;
190915;0000;30;;;
190916;0000;15;;;
190917;0000;14;;;
190918;0000;27;;;
190919;0000;17;;;
190920;0000;19;;;
190921;0000;23;;;
190922;0000;22;;;
190923;0000;14;;;
190924;0000;14;;;
190925;0000;23;;;
190926;0000;79;;;
190927;0000;56;;;
190928;0000;23;;;
190929;0000;21;;;
190930;0000;27;;;
191001;0000;36;;;
191002;0000;50;;;
191003;0000;32;;;
191004;0000;18;;;
191005;0000;23;;;
191006;0000;27;;;
191007;0000;16;;;
191008;0000;15;;;
191009;0000;15;;;
191010;0000;38;;;
191011;0000;26;;;
191012;0000;17;;;
191013;0000;20;;;
191014;0000;33;;;
191015;0000;24;;;
191016;0000;27;;;
191017;0000;13;;;
191018;0000;16;;;
191019;0000;14;;;
191020;0000;18;;;
191021;0000;26;;;
191022;0000;24;;;
191023;0000;30;;;
191024;0000;20;;;
191025;0000;17;;;
191026;0000;13;;;
191027;0000;28;;;
191028;0000;46;;;
191029;0000;19;;;
191030;0000;20;;;
191031;0000;23;;;
191101;0000;15;;;
191102;0000;8;;;
191103;0000;13;;;
191104;0000;15;;;
191105;0000;10;;;
191106;0000;14;;;
191107;0000;15;;;
191108;0000;19;;;
191109;0000;12;;;
191110;0000;11;;;
191111;0000;13;;;
191112;0000;7;;;
191113;0000;8;;;
191114;0000;11;;;
191115;0000;11;;;
191116;0000;14;;;
191117;0000;16;;;
191118;0000;11;;;
191119;0000;16;;;
191120;0000;17;;;
191121;0000;15;;;
191122;0000;23;;;
191123;0000;24;;;
191124;0000;9;;;
191125;0000;16;;;
191126;0000;15;;;
191127;0000;13;;;
191128;0000;14;;;
191129;0000;13;;;
191130;0000;17;;;
191201;0000;15;;;
191202;0000;13;;;
191203;0000;14;;;
191204;0000;10;;;
191205;0000;12;;;
191206;0000;16;;;
191207;0000;9;;;
191208;0000;6;;;
191209;0000;7;;;
191210;0000;14;;;
191211;0000;13;;;
191212;0000;12;;;
191213;0000;10;;;
191214;0000;10;;;
191215;0000;9;;;
191216;0000;11;;;
191217;0000;12;;;
191218;0000;14;;;
191219;0000;13;;;
191220;0000;12;;;
191221;0000;9;;;
191222;0000;16;;;
191223;0000;13;;;
191224;0000;15;;;
191225;0000;9;;;
191226;0000;15;;;
191227;0000;8;;;
191228;0000;15;;;
191229;0000;13;;;
191230;0000;9;;;
191231;0000;21;;;
